27.7137 73.7206  
49.9995 166.446  
57.6379 200.207  
26.9725 75.4624  
97.0278 348.128  
88.059 313.717  
80.8158 273.075  
80.2649 276.736  
50.6431 166.257  
72.6334 260.853  
43.5345 134.915  
30.5044 91.1243  
55.8105 195.657  
66.0884 234.753  
21.5577 50.4841  
96.9305 356.605  
70.7583 238.632  
29.7302 84.8407  
32.0491 91.9378  
70.7054 241.078  
16.2368 21.6066  
87.5011 311.734  
71.8581 261.735  
67.5565 230.174  
94.5116 342.617  
12.5274 17.7246  
24.8597 60.4069  
22.3682 51.8411  
12.8675 6.14579  
98.4347 359.201  
85.5127 302.156  
98.7612 362.896  
99.3545 362.757  
69.5411 229.467  
33.535 102.722  
90.5555 312.76  
32.6 96.7515  
5.40451 -19.4925  
89.9627 323.586  
98.0554 352.428  
32.703 61.8275  
17.0481 36.1922  
40.0668 124.529  
31.7657 96.7093  
4.64632 -20.3859  
73.2729 249.462  
73.2629 250.53  
28.6555 83.8823  
25.7827 43.2832  
38.3062 116.07  
83.2673 280.562  
46.4424 137.181  
72.8341 262.058  
24.4938 55.1045  
89.0196 329.349  
42.8685 128.506  
68.5717 231.738  
79.9572 281.878  
82.0941 278.059  
88.6805 314.339  
52.3133 186.646  
88.8591 319.355  
17.5128 25.6865  
42.8072 120.597  
49.8629 157.589  
86.2922 314.813  
64.9848 209.932  
26.5832 56.4449  
55.2111 179.088  
14.7567 16.4474  
53.6376 164.625  
9.76647 15.6098  
73.0667 237.181  
10.2617 15.7014  
68.5401 246.756  
32.0883 86.421  
33.3771 93.8132  
37.3923 108.824  
95.1087 333.182  
42.8498 138.32  
30.7204 71.2355  
42.1931 117.66  
25.1828 59.6912  
45.4978 128.354  
92.4522 335.13  
75.4204 238.857  
46.1474 150.464  
3.80379 -8.35321  
15.5591 33.5006  
4.17681 -17.7024  
26.6379 64.5944  
36.2937 117.085  
21.6304 52.4831  
49.067 153.064  
69.6498 238.731  
16.3047 33.2819  
88.205 322.687  
94.7814 331.05  
73.9012 271.589  
93.6081 324.198  
67.7025 238.104  
34.0343 81.7137  
81.4466 282.681  
63.7007 208.256  
19.0306 26.32  
56.1142 190.916  
67.3853 207.338  
58.356 214.192  
32.8747 87.4163  
12.7408 0.17723  
32.1302 79.6749  
65.3002 224.191  
40.2251 115.298  
77.5809 268.266  
57.7988 191.709  
91.5572 323.977  
1.74611 -30.2178  
14.2509 10.769  
53.463 171.906  
93.5236 325.718  
47.6808 142.73  
72.5636 263.957  
60.4909 208.056  
24.029 66.0977  
45.221 138.366  
67.008 235.338  
22.0322 48.024  
30.568 85.1383  
90.211 304.848  
72.5922 237.625  
73.0206 267.776  
64.5582 221.83  
48.7858 151.78  
24.871 58.4029  
84.6922 289.731  
18.3718 26.0261  
93.7278 342.917  
85.6717 301.733  
53.853 159.424  
51.7004 160.326  
2.43789 -19.2823  
47.9077 159.248  
13.3328 15.9418  
69.9825 235.399  
9.43475 -11.2715  
61.9515 199.791  
79.0057 273.551  
17.8479 35.1372  
91.9711 320.546  
9.33197 -5.3603  
15.0507 30.2566  
45.3071 138.808  
55.5277 187.648  
37.9524 104.309  
1.73619 -33.8918  
17.9645 38.1687  
86.4722 316.905  
56.3283 179.486  
89.4922 315.033  
44.9499 134.826  
0.771528 -34.6188  
5.76216 -18.8548  
15.9873 27.8694  
39.1371 108.919  
92.4018 326.277  
57.4501 193.58  
26.8221 59.5684  
42.5695 141.447  
77.0632 266.365  
82.489 284.193  
56.0211 192.796  
85.0119 302.251  
65.4136 218.985  
44.4068 127.171  
50.6269 148.883  
99.1685 358.281  
13.7135 23.3261  
87.5042 313.282  
31.5483 63.4215  
47.3161 151.775  
5.06267 -3.62794  
34.0515 75.7089  
83.9392 304.34  
90.2545 306.989  
68.3906 225.316  
7.05008 -4.43034  
57.6276 193.173  
92.4221 335.131  
30.8456 77.9057  
65.0099 214.797  
18.1343 36.2988  
86.593 300.28  
5.31389 -26.1595  
10.4634 7.11839  
1.80959 -36.8101  
1.17196 -44.5872  
78.8946 286.146  
58.1871 188.502  
23.4515 55.5803  
26.8089 57.358  
